,breed_id,Breed,breed_rank,BreedName,Group1,Group2,MaleWtKg,Temperment,AvgPupPrice,Intelligence,Watchdog,PopularityUS2017
101,85,Bouviers des Flandres,85,Bouvier des Flanders,Herding,Herding,42.0,"Familial, Gentle, Intelligent, Loyal, Protective, Rational",1750.0,29.0,5.0,85.0
102,86,Anatolian Shepherd Dogs,86,Anatolian Shepherd,Working,Guardian,52.0,"Bold, Confident, Independent, Intelligent, Proud, Steady",800.0,,6.0,86.0
103,87,Keeshonden,87,Keeshond,Non Sporting,Northern,18.0,"Agile, Bright, Obedient, Playful, Quick, Sturdy, Intelligent",900.0,16.0,4.0,87.0
104,88,Pekingese,88,Pekingese,Toy,Companion,4.0,"Affectionate, Aggressive, Good-natured, Intelligent, Opinionated, Stubborn",700.0,73.0,3.0,88.0
105,89,Retrievers (Nova Scotia Duck Tolling),89,Nova Scotia Duck-Tolling Retriever,Sporting,Gun Dogs,20.0,"Affectionate, Alert, Courageous, Energetic, Gentle, Playful, Responsive",1900.0,,5.0,89.0
106,90,Standard Schnauzers,90,Schnauzer,Working,Herding,17.0,"Devoted, Good-natured, Intelligent, Lively, Playful, Trainable",1350.0,18.0,4.0,90.0
107,91,Norwegian Elkhounds,91,Norwegian Elkhound,Hound,Northern,26.0,"Alert, Bold, Hardy, Loyal, Playful, Strong-willed, Intelligent",600.0,36.0,6.0,91.0
108,92,Border Terriers,92,Border Terrier,Terrier,Terrier,7.0,"Affectionate, Alert, Even-tempered, Fearless, Intelligent, Obedient",1300.0,30.0,4.0,92.0
109,93,Afghan Hounds,93,Afghan Hound,Sporting,Sight,28.0,"Aloof, Clownish, Dignified, Happy, Independent",2250.0,79.0,1.0,93.0
110,94,Brussels Griffons,94,Brussels Griffon,Toy,Companion,4.0,"Alert, Companionable, Inquisitive, Self-important, Sensitive, Watchful",900.0,,3.0,94.0
111,95,Setters (English),95,English Setter,Sporting,Gun,30.0,"Strong-willed, Mischevious, Gentle, Energetic, Intelligent",500.0,37.0,3.0,95.0
112,95,Setters (English),95,Setter,Sporting,Gun,30.0,"Strong-willed, Mischevious, Gentle, Energetic, Intelligent",500.0,37.0,3.0,95.0
113,96,Retrievers (Flat-Coated),96,Flat-coated Retriever,Sporting,Gun,30.0,"Friendly, Confident, Devoted, Optimistic, Outgoing, Intelligent",1100.0,18.0,5.0,96.0
114,97,Rat Terriers,97,Rat Terrier,Terrier,Terrier,11.0,"Affectioante, Alert, Inquisitive, Lively, Loving",400.0,,3.0,97.0
115,98,Spaniels (Boykin),98,Boykin Spaniel,Sporting,Gun,15.0,"Companionable, Eager, Energetic, Friendly, Intelligent, Trainable",900.0,,3.0,98.0
116,99,Fox Terriers (Wire),99,Wire Fox Terrier,Terrier,Terrier,7.0,"Alert, Bold, Fearless, Friendly, Keen, Quick, Intelligent",900.0,51.0,3.0,99.0
117,99,Fox Terriers (Wire),99,Wirehaired Terrier,Terrier,Terrier,7.0,"Alert, Bold, Fearless, Friendly, Keen, Quick, Intelligent",900.0,51.0,3.0,99.0
118,100,Leonbergers,100,Leonberger,Working,Guardian,64.0,"Adaptable, Companionable, Fearless, Loving, Loyal, Obedient",1750.0,,5.0,100.0
119,101,Tibetan Terriers,101,Tibetan Terrier,Non Sporting,Companion,10.0,"Affectionate, Amiable, Energetic, Gentle, Reserved, Sensitive, Intelligent",1600.0,62.0,3.0,101.0
120,102,Borzois,102,Borzoi,Hound,Sight,41.0,"Athletic, Gentle, Independent, Intelligent, Quiet, Respectful",1100.0,75.0,1.0,102.0
121,103,Belgian Tervuren,103,Belgian Shepherd Tervuren,Herding,Herding,34.0,"Alert, Attentive, Energetic, Intelligent, Loyal, Protective",1350.0,14.0,6.0,103.0
122,104,Setters (Gordon),104,Gordon Setter,Sporting,Gun,31.0,"Alert, Confident, Eager, Fearless, Loyal, Intelligent",900.0,34.0,4.0,104.0
123,105,Norwich Terriers,105,Norwich Terrier,Terrier,Terrier,5.0,"Affectionate, Energetic, Hardy, Intelligent, Sensitive",1700.0,38.0,3.0,105.0
124,106,Silky Terriers,106,Silky Terrier,Toy,Terrier,5.0,"Alert, Friendly, Inquisitive, Joyful, Quick, Responsive, Intelligent",700.0,37.0,3.0,106.0
125,107,Neapolitan Mastiffs,107,Neapolitan Mastiff,Working,Guardian,60.0,"Protective, Dominant, Fearless, Obedient, Stubborn, Trainable",1750.0,,6.0,107.0
126,108,Japanese Chin,108,Japanese Chin,Toy,Companion,5.0,"Alert, Cat-like, Independent, Intelligent, Loving, Loyal, Playful",400.0,62.0,3.0,108.0
127,109,Welsh Terriers,109,Welsh Terrier,Terrier,Terrier,9.0,"Alert, Friendly, Intelligent, Spirited, Independent, Loving",1000.0,53.0,3.0,109.0
128,110,Schipperkes,110,Schipperke,Non Sporting,Companion,7.0,"Agile, Confident, Curious, Faithful, Fearless, Independent, Intelligent",800.0,15.0,3.0,110.0
129,111,Spinoni Italiani,111,Italian Spinone,Sporting,Gun,33.0,"Friendly, Loyal, Affectionate, Docile, Gentle, Patient",1750.0,,3.0,111.0
130,112,Toy Fox Terriers,112,Toy Fox Terrier,Toy,Terrier,2.0,"Alert, Friendly, Intelligent, Loyal, Playful, Spirited",500.0,,2.0,112.0
131,113,Pointers,113,English Pointer,Sporting,Gun,25.0,"Active, Affectionate, Amiable, Even-tempered, Kind, Loyal, Intelligent",450.0,43.0,4.0,113.0
132,113,Pointers,113,Pointer,Sporting,Gun,25.0,"Active, Affectionate, Amiable, Even-tempered, Kind, Loyal, Intelligent",450.0,43.0,4.0,113.0
133,114,Irish Terriers,114,Irish Terrier,Terrier,Terrier,12.0,"Dominant, Intelligent, Lively, Protective, Respectful, Trainable",700.0,53.0,5.0,114.0
134,115,Miniature Bull Terriers,115,,,,,,,,,
135,116,Black Russian Terriers,116,Black Russian Terrier,Working,Guardian,51.0,"Brave, Confident, Energetic, Hardy, Lively, Stable",2150.0,,6.0,116.0
136,117,Lagotti Romagnoli,117,,,,,,,,,
137,118,American Eskimo Dogs,118,American Eskimo Dog,Non Sporting,Northern,8.0,"Alert, Energetic, Friendly, Independent, Intelligent, Protective",700.0,,4.0,118.0
138,118,American Eskimo Dogs,118,Eskimo Dog,Non Sporting,Northern,8.0,"Alert, Energetic, Friendly, Independent, Intelligent, Protective",700.0,,4.0,118.0
139,118,American Eskimo Dogs,118,German Spitz,Non Sporting,Northern,8.0,"Alert, Energetic, Friendly, Independent, Intelligent, Protective",700.0,,4.0,118.0
140,118,American Eskimo Dogs,118,Spitz,Non Sporting,Northern,8.0,"Alert, Energetic, Friendly, Independent, Intelligent, Protective",700.0,,4.0,118.0
141,119,Parson Russell Terriers,119,Jack Russell Terrier (Parson Russell Terrier),Terrier,Terrier,7.0,"Energetic, Bold, Eager, Happy, Intelligent, Obedient",500.0,,3.0,119.0
142,120,Belgian Sheepdogs,120,Belgian Shepherd Dog Sheepdog,Herding,Herding,32.0,"Active, Alert, Confident, Friendly, Hard-working, Protective, Stubborn, Watchful, Intelligent",1300.0,15.0,6.0,120.0
143,121,Tibetan Spaniels,121,Tibetan Spaniel,Non Sporting,Companion,6.0,"Intelligent, Assertive, Aloof, Happy, Independent, Willful",900.0,46.0,4.0,121.0
144,122,Fox Terriers (Smooth),122,Fox Terrier,Terrier,Terrier,8.0,"Active, Affectionate, Alert, Fearless, Intelligent, Playful",850.0,40.0,3.0,122.0
145,122,Fox Terriers (Smooth),122,Smooth Fox Terrier,Terrier,Terrier,8.0,"Active, Affectionate, Alert, Fearless, Intelligent, Playful",850.0,40.0,3.0,122.0
146,123,Salukis,123,Saluki,Hound,Sight,21.0,"Aloof, Intelligent, Quiet, Reserverd, Loyal",700.0,43.0,3.0,123.0
147,124,Boerboels,124,Boerboel,Working,Guardian,80.0,"Confident, Dominant, Intelligent, Obedient, Territorial",1750.0,,6.0,124.0
148,125,Bearded Collies,125,Bearded Collie,Herding,Herding,23.0,"Active, Alert, Hardy, Intelligent, Lively, Self-confident",1300.0,34.0,4.0,125.0
149,126,American Hairless Terriers,126,American Hairless Terrier,Terrier,Terrier,5.0,"Alert, Lively, Loving, Intelligent, Inquisitive, Playful",400.0,,3.0,126.0
150,127,Briards,127,Briard,Herding,Gun,35.0,"Faithful, Fearless, Intelligent, Loyal, Obedient, Protective",1100.0,30.0,6.0,127.0
151,128,Norfolk Terriers,128,Norfolk Terrier,Terrier,Terrier,5.0,"Companionable, Fearless, Happy, Lovable, Self-confident, Spirited, Intelligent",2250.0,56.0,3.0,128.0
152,129,Kerry Blue Terriers,129,Kerry Blue Terrier,Terrier,Terrier,17.0,"Affectionate, Alert, Gentle, Loyal, Spirited, Strong-willed, Intelligent",550.0,35.0,5.0,129.0
153,130,Black and Tan Coonhounds,130,Black and Tan Coonhound,Hound,Scenthound,55.0,"Adaptable, Easygoing, Even-tempered, Gentle, Lovable, Trusting, Intelligent",350.0,44.0,3.0,130.0
154,130,Black and Tan Coonhounds,130,Coonhound,Hound,Scenthound,55.0,"Adaptable, Easygoing, Even-tempered, Gentle, Lovable, Trusting, Intelligent",350.0,44.0,3.0,130.0
155,131,Treeing Walker Coonhounds,131,Treeing Walker Coonhound,Hound,Scenthound,28.0,"Affectionate, Clever, Confident, Loving, Trainable",500.0,,3.0,131.0
156,132,Bluetick Coonhounds,132,Bluetick Coonhound,Hound,Scenthound,28.0,"Friendly, Active, Gentle",550.0,,1.0,132.0
157,133,Spaniels (Welsh Springer),133,Welsh Springer Spaniel,Sporting,Gun,18.0,"Affectionate, Loyal, Active, Friendly, Playful, Stubborn, Intelligent",1300.0,31.0,4.0,133.0
158,134,English Toy Spaniels,134,English Toy Spaniel,Toy,Companion,5.0,"Affectionate, Gentle, Happy, Loving, Playful, Reserved",1400.0,,3.0,134.0
159,135,Manchester Terriers,135,Manchester Terrier,Terrier,Terrier,6.0,"Active, Alert, Devoted, Discerning, Quiet, Loyal, Intelligent",800.0,32.0,3.0,135.0
160,136,German Pinschers,136,German Pinscher,Working,Terrier,14.0,"Even-tempered, Familial, Courageous, Lively, Loving, Spirited",1500.0,,6.0,136.0
161,137,Australian Terriers,137,Australian Terrier,Terrier,Terrier,5.0,"Alert, Compassionate, Courageous, Even Tempered, Loyal, Spirited, Intelligent",1250.0,34.0,3.0,137.0
162,138,Lakeland Terriers,138,Lakeland Terrier,Terrier,Terrier,8.0,"Independent, Bold, Confident, Friendly, Intelligent, Trainable",1500.0,62.0,3.0,138.0
163,139,Redbone Coonhounds,139,Redbone Coonhound,Hound,Scenthound,28.0,"Affectionate, Companionable, Energetic, Familial, Independent, Unflappable",700.0,,1.0,139.0
164,140,Spaniels (Clumber),140,Clumber Spaniel,Sporting,Gun,32.0,"Gentle, Loyal, Affectionate, Dignified, Aloof",1000.0,37.0,3.0,140.0
165,141,Beaucerons,141,Beauceron,Herding,Herding,50.0,"Courageous, Obedient, Loyal, Protective, Loving",1350.0,,5.0,141.0
166,142,Pulik,142,Puli,Herding,Herding,14.0,"Agile, Energetic, Faithful, Intelligent, Loyal, Obedient",1100.0,27.0,5.0,142.0
167,143,Xoloitzcuintli,143,Xoloitzcuintle/Mexican Hairless,Non Sporting,Sight,11.0,"Aleret, Calm, Cheerful, Companionable, Loyal, Protective",700.0,,3.0,143.0
168,144,Icelandic Sheepdogs,144,,,,,,,,,
169,145,Spaniels (Field),145,Field Spaniel,Sporting,Gun,19.0,"Adaptable, Cautious, Docile, Familial, Sensitive, Sociable",900.0,34.0,3.0,145.0
170,146,Berger Picards,146,,,,,,,,,
171,147,Affenpinschers,147,Affenpinscher,Toy,Companion,4.0,"Active, Adventurous, Curious, Fun-loving, Playful, Stubborn",1000.0,37.0,1.0,147.0
172,148,Spanish Water Dogs,148,,,,,,,,,
173,149,Swedish Vallhunds,149,Swedish Vallhund,Herding,Herding,13.0,"Alert, Energetic, Fearless, Friendly, Watchful",800.0,,4.0,149.0
174,150,Sealyham Terriers,150,Sealyham Terrier,Terrier,Terrier,9.0,"Alert, Calm, Even-tempered, Fearless, Friendly, Intelligent",900.0,56.0,3.0,150.0
175,151,Bedlington Terriers,151,Bedlington Terrier,Terrier,Terrier,9.0,"Affectionate, Devoted, Energetic, Loyal, Playful, Reliable, Intelligent",1900.0,40.0,3.0,151.0
176,152,Entlebucher Mountain Dogs,152,Entlebucher,Herding,Guardian,27.0,"Agile, Devoted, Independent, Loyal, Self-confident",,,6.0,152.0
177,153,Tibetan Mastiffs,153,Tibetan Mastiff,Working,Guardian,71.0,"Aloof, Protective, Strong-willed, Stubborn, Courageous, Loyal",3000.0,,6.0,153.0
178,154,Setters (Irish Red and White),154,,,,,,,,,
179,155,Wirehaired Vizslas,155,,,,,,,,,
180,156,Greyhounds,156,Greyhound,Hound,Sight,33.0,"Intelligent, Gentle, Affectionate, Athletic, Even-tempered, Quiet",650.0,46.0,3.0,156.0
181,157,Kuvaszok,157,Kuvasz,Working,Guardian,49.0,"Clownish, Independent, Intelligent, Loyal, Patient, Protective",1350.0,42.0,6.0,157.0
182,158,Glen of Imaal Terriers,158,Glen of Imaal Terrier,Terrier,Terrier,16.0,"Active, Agile, Courageous, Gentle, Loyal, Spirited",900.0,,3.0,158.0
183,159,Portuguese Podengo Pequenos,159,Podengo Portugueso,Hound,Sight,5.0,"Active, Companionable, Friendly, Hardy, Lively, Loyal",900.0,,3.0,159.0
184,160,Petits Bassets Griffons Vendeens,160,Petit Basset Griffon Vendeen,Hound,Scenthound,16.0,"Active, Extroverted, Friendly, Happy, Independent, Lively, Intelligent",1400.0,62.0,3.0,160.0
185,161,Spaniels (Sussex),161,Sussex Spaniel,Sporting,Gun,19.0,"Calm, Cheerful, Companionable, Devoted, Friendly, Sociable",2500.0,,3.0,161.0
186,162,Pumi,162,Pumi,Herding,Herding,13.0,"Active, Intelligent, Lively, Protective, Reserved, Vocal",2750.0,,3.0,162.0
187,163,Komondorok,163,Komondor,Working,Guardian,59.0,"Affectionate, Calm, Fearless, Gentle, Independent, Steady",1000.0,,6.0,163.0
188,164,Spaniels (Irish Water),164,Irish Water Spaniel,Sporting,Gun,25.0,"Active, Alert, Clownish, Inquisitive, Intelligent, Quick",900.0,24.0,4.0,164.0
189,165,Ibizan Hounds,165,Ibizan Hound,Hound,Sight,22.0,"Active, Clownish, Engaging, Independent, Intelligent, Stubborn",1000.0,53.0,3.0,165.0
190,166,Plotts,166,Plott Hound,Hound,Scenthound,26.0,"Alert, Bold, Courageous, Loyal",400.0,,3.0,166.0
191,167,Spaniels (American Water),167,American Water Spaniel,Sporting,Gun,16.0,"Energetic, Friendly, Intelligent, Obedient, Protective, Trainable",900.0,44.0,4.0,167.0
192,168,Scottish Deerhounds,168,Scottish Deerhound,Hound,Sight,42.0,"Dignified, Docile, Friendly, Gentle, Polite, Quiet",1100.0,47.0,1.0,168.0
193,169,Lowchen,169,Lowchen,Non Sporting,Companion,6.0,"Active, Familial, Friendly, Happy, Playful",400.0,,3.0,169.0
194,170,Norwegian Buhunds,170,Norwegian Buhund,Herding,Northern,16.0,"Agile, Courageous, Energetic, Friendly, Fun-loving",900.0,,4.0,170.0
195,171,Retrievers (Curly-Coated),171,Curly-Coated Retriever,Sporting,Gun,34.0,"Clever, Independent, Intelligent, Lively, Sensitive, Trainable",700.0,41.0,3.0,171.0
196,172,Skye Terriers,172,Skye Terrier,Terrier,Terrier,17.0,"Loyal, Fearless, Friendly, Good-tempered, Intelligent",800.0,55.0,4.0,172.0
197,173,Finnish Lapphunds,173,Finnish Lapphund,Herding,Northern,18.0,"Calm, Courageous, Faithful, Friendly, Keen",700.0,,5.0,173.0
198,174,Pharaoh Hounds,174,Pharaoh Hound,Hound,Sight,23.0,"Active, Affectionate, Intelligent, Playful, Sociable, Trainable",1900.0,37.0,2.0,174.0
199,175,Canaan Dogs,175,Canaan Dog,Herding,Sight,21.0,"Alert, Cautious, Devoted, Quick, Vigilant",1000.0,,3.0,175.0
200,176,Polish Lowland Sheepdogs,176,Polish Lowland Sheepdog,Herding,Herding,19.0,"Agile, Even-tempered, Lively, Perceptive, Self-confident",1750.0,,6.0,176.0
201,177,Finnish Spitz,177,Finnish Spitz,Non Sporting,Northern,15.0,"Happy, Independent, Intelligent, Loyal, Playful, Vocal",600.0,43.0,3.0,177.0
202,178,American English Coonhounds,178,English Coonhound,Hound,Scenthound,26.0,"Active, Energetic, High-strung, Loyal",1100.0,,4.0,178.0
203,179,Chinooks,179,Chinook,Working,Northern,32.0,"Alert, Calm, Dignified, Friendly, Responsive",900.0,,4.0,179.0
204,180,Pyrenean Shepherds,180,,,,,,,,,
205,181,Bergamasco Sheepdogs,181,,,,,,,,,
206,182,Dandie Dinmont Terriers,182,Dandi Dinmont Terrier,Terrier,Terrier,10.0,"Affectionate, Companionable, Determined, Fun-loving, Independent, Lively, Intelligent",1500.0,62.0,3.0,182.0
207,183,Harriers,183,Harrier,Hound,Scenthound,22.0,"Active, Cheerful, Friendly, Outgoing, Sweet-tempered, Tolerant",350.0,,2.0,183.0
208,184,Cirnechi dellâ€™Etna,184,Cirneco dell'Etna,Hound,Sight,11.0,"Affectionate, Gentle, Lively",900.0,,3.0,184.0
209,185,Cesky Terriers,185,,,,,,,,,
210,186,Otterhounds,186,Otterhound,Hound,Scenthound,41.0,"Amiable, Boisterous, Even-tempered",550.0,46.0,2.0,186.0
211,187,American Foxhounds,187,Foxhound,Hound,Scenthound,32.0,"Independent, Intelligent, Kind, Loving, Loyal, Sweet-tempered",500.0,46.0,2.0,187.0
212,187,American Foxhounds,187,Hound,Hound,Scenthound,32.0,"Independent, Intelligent, Kind, Loving, Loyal, Sweet-tempered",500.0,46.0,2.0,187.0
213,188,Sloughis,188,Sloughi,Hound,Sight,28.0,"Alert, Faithful, Intelligent, Sensitive, Independent, Playful, Sweet",900.0,,5.0,188.0
214,189,English Foxhounds,189,,,,,,,,,
215,190,Norwegian Lundehunds,190,Norwegian Lundehund,Non Sporting,Northern,8.0,"Alert, Energetic, Loyal, Protective",500.0,,4.0,190.0
